id_chamado,data_abertura,bairro,canal,texto,categoria_real,pred_modelo_a,conf_modelo_a,pred_modelo_b,conf_modelo_b
2026002058,2026-06-29,Madureira,app_1746,Galhos da árvore da Av. Ministro Edgard Romero invadiram a janela do apartamento e trazem insetos há 3 dias. Já pedimos a poda várias vezes sem retorno.,poda_arvore,barulho_perturbacao,0.957,coleta_lixo,0.554
2026000440,2026-06-04,Copacabana,telefone_1746,"O caminhão da coleta passou a vir em horário irregular na Rua Uranos há mais de dois meses, e o lixo fica exposto o dia inteiro. Pedimos regularização do serviço.",coleta_lixo,coleta_lixo,0.827,coleta_lixo,0.756
2026003377,2026-06-03,Irajá,telefone_1746,Árvore precisa de poda na Rua Conde de Bonfim.,poda_arvore,coleta_lixo,0.97,poda_arvore,0.883
2026002041,2026-01-13,Méier,portal_web,Vaga de deficiente ocupada faz dois dias.,estacionamento_irregular,iluminacao_publica,0.928,estacionamento_irregular,0.875
2026002582,2026-06-29,Madureira,app_1746,"Fiação exposta no poste de iluminação em frente ao nº 865 da Rua Uranos, com risco de choque. Além disso a lâmpada não acende há uma semana.",iluminacao_publica,buraco_via,0.941,iluminacao_publica,0.912
2026000219,2026-02-20,Botafogo,telefone_1746,A tampa do bueiro da Rua Conde de Bonfim está quebrada e transbordando esgoto há uma semana. Pedestres precisam andar pela pista para desviar da água contaminada.,esgoto_vazamento,buraco_via,0.785,esgoto_vazamento,0.609
2026001830,2026-03-12,Centro,app_1746,"Solicito reparo urgente na iluminação pública da Rua Cândido Benício, altura do nº 767. São 5 postes apagados há mais de dois meses, deixando o trecho perigoso para pedestres.",iluminacao_publica,iluminacao_publica,0.978,iluminacao_publica,0.971
2026003501,2026-06-23,Irajá,telefone_1746,Sem sinalização na Rua Voluntários da Pátria nº 1116.,sinalizacao,coleta_lixo,0.94,sinalizacao,0.95
2026002039,2026-02-13,Bangu,app_1746,Esgoto vazando na Av. das Américas.,esgoto_vazamento,esgoto_vazamento,0.925,esgoto_vazamento,0.857
2026002471,2026-02-05,Botafogo,app_1746,"Vazamento de água, Estrada da Posse nº 871.",esgoto_vazamento,esgoto_vazamento,0.959,esgoto_vazamento,0.835
2026000260,2026-01-04,Jacarepaguá,telefone_1746,Poda urgente na Estrada dos Bandeirantes.,poda_arvore,iluminacao_publica,0.977,esgoto_vazamento,0.553
2026000460,2026-03-10,Jacarepaguá,portal_web,"Um bar na Rua São Francisco Xavier, próximo ao nº 1085, coloca música ao vivo em volume altíssimo até as 4h da manhã há mais de 15 dias. Moradores não conseguem dormir nem durante a semana.",barulho_perturbacao,barulho_perturbacao,0.867,poda_arvore,0.652
2026004601,2026-05-21,Méier,telefone_1746,Denuncio estacionamento irregular em fila dupla na Rua Cândido Benício nos horários de pico há quase um mês. O trânsito trava completamente e ônibus não conseguem passar.,estacionamento_irregular,estacionamento_irregular,0.912,estacionamento_irregular,0.735
2026000516,2026-06-30,Botafogo,app_1746,"Lâmpada queimada, Av. das Américas nº 1147.",iluminacao_publica,iluminacao_publica,0.954,iluminacao_publica,0.94
2026000228,2026-02-04,Realengo,portal_web,Venho registrar que a iluminação da praça próxima à Av. Brasil está desligada há mais de dois meses. O local é usado por crianças no fim da tarde e está completamente às escuras.,iluminacao_publica,iluminacao_publica,0.954,iluminacao_publica,0.937
2026000979,2026-05-15,Méier,app_1746,Solicito operação tapa-buraco na Rua Voluntários da Pátria. O asfalto cedeu há uma semana e formou uma cratera de mais de um metro que alaga quando chove.,buraco_via,buraco_via,0.812,buraco_via,0.715
2026000717,2026-01-23,Botafogo,app_1746,"A via da Rua das Acácias está intransitável, cheia de buracos e desníveis desde ontem. Ônibus precisam desviar para a contramão, causando risco de colisão.",buraco_via,buraco_via,0.791,buraco_via,0.763
2026002342,2026-02-10,Madureira,telefone_1746,O poste em frente ao número 1411 da Av. Ministro Edgard Romero está com a lâmpada queimada há mais de dois meses. A rua fica totalmente escura à noite e os moradores estão com medo de assaltos.,iluminacao_publica,iluminacao_publica,0.912,iluminacao_publica,0.914
2026003210,2026-04-23,Irajá,telefone_1746,"A coleta de lixo domiciliar não passa na Estrada da Posse há quase um mês. O lixo está acumulado nas calçadas, com mau cheiro forte e presença de ratos e baratas.",coleta_lixo,coleta_lixo,0.956,coleta_lixo,0.905
2026001937,2026-01-21,Copacabana,telefone_1746,Buraco grande na Rua Conde de Bonfim.,buraco_via,buraco_via,0.884,buraco_via,0.958
2026004095,2026-02-07,Centro,app_1746,"Veículo abandonado, Estrada dos Bandeirantes nº 934.",estacionamento_irregular,esgoto_vazamento,0.937,estacionamento_irregular,0.732
2026000278,2026-01-11,Madureira,telefone_1746,A tampa do bueiro da Rua Voluntários da Pátria está quebrada e transbordando esgoto há quase um mês. Pedestres precisam andar pela pista para desviar da água contaminada.,esgoto_vazamento,esgoto_vazamento,0.928,esgoto_vazamento,0.766
2026002105,2026-06-29,Méier,app_1746,Venho registrar que a iluminação da praça próxima à Rua Conde de Bonfim está desligada faz dois dias. O local é usado por crianças no fim da tarde e está completamente às escuras.,iluminacao_publica,iluminacao_publica,0.964,iluminacao_publica,0.98
2026000283,2026-05-02,Tijuca,telefone_1746,Lixo acumulado na Av. Brasil.,coleta_lixo,coleta_lixo,0.957,iluminacao_publica,0.529
2026000920,2026-05-30,Botafogo,portal_web,Árvore na fiação há uma semana.,poda_arvore,poda_arvore,0.925,esgoto_vazamento,0.365
2026003078,2026-04-12,Bangu,telefone_1746,"Rua escura faz dois dias, sem luz.",iluminacao_publica,buraco_via,0.864,coleta_lixo,0.392
2026003558,2026-01-28,Bangu,app_1746,Buraco grande na Av. Dom Hélder Câmara.,buraco_via,buraco_via,0.976,buraco_via,0.89
2026002585,2026-04-14,Méier,app_1746,"Há um veículo abandonado estacionado na Rua Voluntários da Pátria em frente ao nº 468 há quase um mês, ocupando vaga e acumulando lixo embaixo. Solicito remoção.",estacionamento_irregular,estacionamento_irregular,0.966,estacionamento_irregular,0.712
2026001485,2026-01-26,Madureira,app_1746,Bueiro transbordando desde ontem.,esgoto_vazamento,esgoto_vazamento,0.966,esgoto_vazamento,0.956
2026002206,2026-03-07,Penha,telefone_1746,"Há um veículo abandonado estacionado na Estrada dos Bandeirantes em frente ao nº 47 faz dois dias, ocupando vaga e acumulando lixo embaixo. Solicito remoção.",estacionamento_irregular,estacionamento_irregular,0.93,estacionamento_irregular,0.965
2026001132,2026-01-08,Irajá,app_1746,Venho registrar que a iluminação da praça próxima à Rua Dias da Cruz está desligada há uma semana. O local é usado por crianças no fim da tarde e está completamente às escuras.,iluminacao_publica,iluminacao_publica,0.996,iluminacao_publica,0.787
2026004133,2026-06-25,Copacabana,portal_web,"Faixa de pedestre apagada, Av. das Américas.",sinalizacao,sinalizacao,0.963,sinalizacao,0.815
2026004423,2026-05-08,Campo Grande,app_1746,"Afundamento de pista na Rua do Catete, próximo ao ponto de ônibus. O buraco cresce a cada chuva há uma semana e já engoliu parte da faixa da direita.",buraco_via,buraco_via,0.885,buraco_via,0.892
2026003865,2026-03-07,Méier,app_1746,"Solicito reparo urgente na iluminação pública da Rua Voluntários da Pátria, altura do nº 553. São 5 postes apagados faz dois dias, deixando o trecho perigoso para pedestres.",iluminacao_publica,iluminacao_publica,0.923,iluminacao_publica,0.952
2026004311,2026-05-03,Ilha do Governador,telefone_1746,Solicito remoção de entulho e lixo acumulado na esquina da Estrada do Mendanha com o nº 430. Moradores denunciam descarte irregular no local faz dois dias.,coleta_lixo,coleta_lixo,0.92,coleta_lixo,0.927
2026001304,2026-06-28,Méier,telefone_1746,Solicito remoção de entulho e lixo acumulado na esquina da Av. das Américas com o nº 1391. Moradores denunciam descarte irregular no local desde ontem.,coleta_lixo,coleta_lixo,0.956,coleta_lixo,0.8
2026003610,2026-02-02,Barra da Tijuca,portal_web,"Vazamento de água limpa na calçada da Av. das Américas, altura do nº 1478, desde ontem. O desperdício é grande, formou-se um lamaçal e a água invade a pista.",esgoto_vazamento,buraco_via,0.909,esgoto_vazamento,0.779
2026003704,2026-04-21,Jacarepaguá,app_1746,A luminária do poste da Rua Dias da Cruz esquina com a travessa fica acendendo e apagando sem parar há uma semana. À noite a calçada fica no escuro completo.,iluminacao_publica,iluminacao_publica,0.969,iluminacao_publica,0.966
2026002603,2026-05-10,Irajá,app_1746,"Solicito reparo urgente na iluminação pública da Rua Uranos, altura do nº 1276. São 3 postes apagados há uma semana, deixando o trecho perigoso para pedestres.",iluminacao_publica,iluminacao_publica,0.948,iluminacao_publica,0.978
2026002059,2026-01-08,Bangu,telefone_1746,Perturbação do sossego na Estrada do Mendanha.,barulho_perturbacao,barulho_perturbacao,0.871,barulho_perturbacao,0.643
2026003492,2026-02-08,Madureira,portal_web,"Carros estacionam diariamente sobre a calçada da Rua Uranos, altura do nº 339, há 3 dias. Pedestres, cadeirantes e mães com carrinho são obrigados a andar pela pista.",estacionamento_irregular,estacionamento_irregular,0.944,estacionamento_irregular,0.883
2026004463,2026-05-05,Campo Grande,telefone_1746,Poste apagado na Av. Dom Hélder Câmara.,iluminacao_publica,iluminacao_publica,0.951,iluminacao_publica,0.859
2026003030,2026-05-26,Bangu,telefone_1746,A tampa do bueiro da Rua do Catete está quebrada e transbordando esgoto há mais de dois meses. Pedestres precisam andar pela pista para desviar da água contaminada.,esgoto_vazamento,esgoto_vazamento,0.777,esgoto_vazamento,0.917
2026004830,2026-01-14,Botafogo,portal_web,Caçamba transbordando na Av. das Américas.,coleta_lixo,coleta_lixo,0.699,coleta_lixo,0.921
2026002490,2026-02-12,Barra da Tijuca,app_1746,Solicito remoção de entulho e lixo acumulado na esquina da Estrada da Posse com o nº 597. Moradores denunciam descarte irregular no local há mais de 15 dias.,coleta_lixo,coleta_lixo,0.932,coleta_lixo,0.909
2026000121,2026-05-14,Jacarepaguá,app_1746,Cheiro de esgoto forte na Estrada dos Bandeirantes.,esgoto_vazamento,buraco_via,0.988,esgoto_vazamento,0.759
2026003153,2026-03-07,Barra da Tijuca,telefone_1746,"Depois da obra na Rua das Acácias, o recapeamento ficou incompleto e sobrou um degrau no asfalto em frente ao nº 304. Já ocorreram dois acidentes com motos há quase um mês.",buraco_via,buraco_via,0.932,buraco_via,0.89
2026004339,2026-04-05,Realengo,portal_web,"A via da Av. Ministro Edgard Romero está intransitável, cheia de buracos e desníveis há quase um mês. Ônibus precisam desviar para a contramão, causando risco de colisão.",buraco_via,buraco_via,0.904,buraco_via,0.981
2026001659,2026-01-13,Barra da Tijuca,telefone_1746,Árvore precisa de poda na Estrada do Mendanha.,poda_arvore,poda_arvore,0.806,poda_arvore,0.915
2026003199,2026-05-03,Bangu,portal_web,O poste em frente ao número 106 da Av. Ministro Edgard Romero está com a lâmpada queimada há quase um mês. A rua fica totalmente escura à noite e os moradores estão com medo de assaltos.,iluminacao_publica,iluminacao_publica,0.881,iluminacao_publica,0.692
2026001932,2026-06-15,Bangu,telefone_1746,"Depois da obra na Rua das Acácias, o recapeamento ficou incompleto e sobrou um degrau no asfalto em frente ao nº 524. Já ocorreram dois acidentes com motos desde ontem.",buraco_via,buraco_via,0.918,estacionamento_irregular,0.722
2026002837,2026-03-23,Campo Grande,app_1746,A luminária do poste da Estrada do Mendanha esquina com a travessa fica acendendo e apagando sem parar há uma semana. À noite a calçada fica no escuro completo.,iluminacao_publica,iluminacao_publica,0.83,iluminacao_publica,0.859
2026003026,2026-05-04,Campo Grande,app_1746,"Existe um buraco enorme na pista da Rua Voluntários da Pátria, na altura do nº 250, aberto há mais de 15 dias. Vários carros já danificaram a suspensão e motociclistas correm risco de acidente.",buraco_via,buraco_via,0.942,buraco_via,0.861
2026004806,2026-03-25,Centro,app_1746,Denuncio estacionamento irregular em fila dupla na Rua do Catete nos horários de pico desde ontem. O trânsito trava completamente e ônibus não conseguem passar.,estacionamento_irregular,estacionamento_irregular,0.92,estacionamento_irregular,0.874
2026004016,2026-02-04,Botafogo,app_1746,"O caminhão da coleta passou a vir em horário irregular na Av. Brasil há 3 dias, e o lixo fica exposto o dia inteiro. Pedimos regularização do serviço.",coleta_lixo,coleta_lixo,0.91,sinalizacao,0.603
2026002945,2026-02-03,Madureira,app_1746,"Há um ponto viciado de descarte de lixo e restos de construção na Av. Dom Hélder Câmara, altura do nº 459. Mesmo após reclamações há mais de 15 dias, nada foi feito.",coleta_lixo,coleta_lixo,0.923,coleta_lixo,0.977
2026000069,2026-01-31,Campo Grande,app_1746,Asfalto cedeu faz dois dias.,buraco_via,buraco_via,0.956,buraco_via,0.842
2026002841,2026-03-04,Jacarepaguá,portal_web,O poste em frente ao número 16 da Rua Dias da Cruz está com a lâmpada queimada há mais de 15 dias. A rua fica totalmente escura à noite e os moradores estão com medo de assaltos.,iluminacao_publica,iluminacao_publica,0.895,iluminacao_publica,0.737
2026000681,2026-06-09,Penha,telefone_1746,"Solicito reparo urgente na iluminação pública da Estrada dos Bandeirantes, altura do nº 532. São 5 postes apagados desde ontem, deixando o trecho perigoso para pedestres.",iluminacao_publica,coleta_lixo,0.866,iluminacao_publica,0.957
2026000026,2026-04-28,Madureira,app_1746,"Existe um buraco enorme na pista da Rua Dias da Cruz, na altura do nº 1351, aberto há 3 dias. Vários carros já danificaram a suspensão e motociclistas correm risco de acidente.",buraco_via,buraco_via,0.987,buraco_via,0.769
2026003213,2026-05-19,Santa Cruz,app_1746,A luminária do poste da Rua do Catete esquina com a travessa fica acendendo e apagando sem parar faz dois dias. À noite a calçada fica no escuro completo.,iluminacao_publica,iluminacao_publica,0.94,iluminacao_publica,0.937
2026000759,2026-05-14,Bangu,app_1746,O semáforo da Rua São Francisco Xavier com a esquina do nº 1406 está com o tempo de travessia curto demais há mais de 15 dias. Idosos não conseguem atravessar antes de abrir.,sinalizacao,sinalizacao,0.96,sinalizacao,0.952
2026001633,2026-02-08,Jacarepaguá,telefone_1746,O poste em frente ao número 453 da Av. Dom Hélder Câmara está com a lâmpada queimada desde ontem. A rua fica totalmente escura à noite e os moradores estão com medo de assaltos.,iluminacao_publica,iluminacao_publica,0.919,coleta_lixo,0.582
2026003862,2026-04-14,Irajá,app_1746,"A via da Av. das Américas está intransitável, cheia de buracos e desníveis desde ontem. Ônibus precisam desviar para a contramão, causando risco de colisão.",buraco_via,buraco_via,0.942,buraco_via,0.919
2026004926,2026-06-18,Barra da Tijuca,app_1746,Denuncio estacionamento irregular em fila dupla na Rua Conde de Bonfim nos horários de pico desde ontem. O trânsito trava completamente e ônibus não conseguem passar.,estacionamento_irregular,estacionamento_irregular,0.88,estacionamento_irregular,0.739
2026000046,2026-01-22,Ilha do Governador,telefone_1746,"Falta placa de proibido estacionar na Rua Dias da Cruz, o que gera conflitos diários há mais de dois meses. Pedimos instalação de sinalização vertical.",sinalizacao,sinalizacao,0.966,iluminacao_publica,0.606
2026002084,2026-05-03,Irajá,telefone_1746,"A coleta de lixo domiciliar não passa na Rua Voluntários da Pátria há uma semana. O lixo está acumulado nas calçadas, com mau cheiro forte e presença de ratos e baratas.",coleta_lixo,coleta_lixo,0.989,coleta_lixo,0.893
2026001032,2026-02-06,Botafogo,app_1746,Coleta não passa faz dois dias.,coleta_lixo,coleta_lixo,0.699,coleta_lixo,0.914
2026002730,2026-04-17,Irajá,app_1746,Bar com música até 4h há mais de dois meses.,barulho_perturbacao,sinalizacao,0.85,iluminacao_publica,0.554
2026002829,2026-01-14,Bangu,app_1746,"A igreja da Av. Ministro Edgard Romero, altura do nº 851, usa caixas de som voltadas para a rua em volume muito acima do permitido há quase um mês, inclusive à noite.",barulho_perturbacao,barulho_perturbacao,0.923,barulho_perturbacao,0.954
2026000490,2026-02-03,Copacabana,telefone_1746,"A via da Rua do Catete está intransitável, cheia de buracos e desníveis há 3 dias. Ônibus precisam desviar para a contramão, causando risco de colisão.",buraco_via,buraco_via,0.982,buraco_via,0.844
2026001269,2026-06-13,Irajá,portal_web,"Um bar na Rua Dias da Cruz, próximo ao nº 1191, coloca música ao vivo em volume altíssimo até as 4h da manhã desde ontem. Moradores não conseguem dormir nem durante a semana.",barulho_perturbacao,coleta_lixo,0.932,barulho_perturbacao,0.926
2026003188,2026-04-21,Santa Cruz,telefone_1746,Denuncio estacionamento irregular em fila dupla na Rua Voluntários da Pátria nos horários de pico há mais de dois meses. O trânsito trava completamente e ônibus não conseguem passar.,estacionamento_irregular,buraco_via,0.907,estacionamento_irregular,0.946
2026004997,2026-03-01,Tijuca,app_1746,"A via da Av. das Américas está intransitável, cheia de buracos e desníveis há mais de dois meses. Ônibus precisam desviar para a contramão, causando risco de colisão.",buraco_via,coleta_lixo,0.967,buraco_via,0.83
2026004480,2026-04-20,Tijuca,app_1746,"O semáforo da Av. Dom Hélder Câmara, altura do nº 778, está apagado há uma semana. Nos horários de pico o cruzamento vira um caos e pedestres não conseguem atravessar.",sinalizacao,sinalizacao,0.921,sinalizacao,0.904
2026003444,2026-04-10,Méier,telefone_1746,"Existe um buraco enorme na pista da Av. Brasil, na altura do nº 745, aberto há quase um mês. Vários carros já danificaram a suspensão e motociclistas correm risco de acidente.",buraco_via,buraco_via,0.959,buraco_via,0.653
2026002045,2026-06-01,Santa Cruz,portal_web,"A coleta de lixo domiciliar não passa na Estrada do Mendanha há quase um mês. O lixo está acumulado nas calçadas, com mau cheiro forte e presença de ratos e baratas.",coleta_lixo,coleta_lixo,0.974,coleta_lixo,0.901
2026001580,2026-03-17,Méier,telefone_1746,"Existe um buraco enorme na pista da Rua das Acácias, na altura do nº 91, aberto há mais de 15 dias. Vários carros já danificaram a suspensão e motociclistas correm risco de acidente.",buraco_via,buraco_via,0.927,buraco_via,0.919
2026003212,2026-06-13,Méier,app_1746,"Afundamento de pista na Rua das Acácias, próximo ao ponto de ônibus. O buraco cresce a cada chuva há mais de 15 dias e já engoliu parte da faixa da direita.",buraco_via,buraco_via,0.908,barulho_perturbacao,0.785
2026001331,2026-06-27,Madureira,app_1746,"Depois da obra na Rua do Catete, o recapeamento ficou incompleto e sobrou um degrau no asfalto em frente ao nº 107. Já ocorreram dois acidentes com motos há mais de dois meses.",buraco_via,buraco_via,0.877,buraco_via,0.964
2026001334,2026-02-05,Copacabana,app_1746,Venho registrar que a iluminação da praça próxima à Av. Brasil está desligada há uma semana. O local é usado por crianças no fim da tarde e está completamente às escuras.,iluminacao_publica,iluminacao_publica,0.935,iluminacao_publica,0.944
2026001036,2026-06-24,Botafogo,app_1746,"A via da Rua Conde de Bonfim está intransitável, cheia de buracos e desníveis há mais de dois meses. Ônibus precisam desviar para a contramão, causando risco de colisão.",buraco_via,buraco_via,0.959,esgoto_vazamento,0.771
2026002458,2026-06-07,Realengo,app_1746,Via esburacada na Estrada da Posse.,buraco_via,iluminacao_publica,0.96,buraco_via,0.875
2026002075,2026-06-22,Irajá,app_1746,"Depois da obra na Rua Barata Ribeiro, o recapeamento ficou incompleto e sobrou um degrau no asfalto em frente ao nº 44. Já ocorreram dois acidentes com motos faz dois dias.",buraco_via,buraco_via,0.922,buraco_via,0.896
2026001726,2026-01-05,Irajá,app_1746,Coleta não passa há 3 dias.,coleta_lixo,poda_arvore,0.934,buraco_via,0.61
2026000747,2026-01-04,Centro,app_1746,"Esgoto retornando pelos ralos das casas da Estrada da Posse sempre que chove, há uma semana. A rede parece estar entupida e o problema afeta todo o quarteirão.",esgoto_vazamento,esgoto_vazamento,0.775,esgoto_vazamento,0.892
2026003573,2026-04-14,Copacabana,app_1746,"Esgoto retornando pelos ralos das casas da Rua Uranos sempre que chove, há mais de dois meses. A rede parece estar entupida e o problema afeta todo o quarteirão.",esgoto_vazamento,buraco_via,0.948,esgoto_vazamento,0.835
2026004046,2026-05-13,Barra da Tijuca,app_1746,A caçamba comunitária da Rua Cândido Benício está transbordando desde ontem e ninguém faz a remoção. O chorume escorre pela calçada até a porta das casas.,coleta_lixo,coleta_lixo,0.958,coleta_lixo,0.885
2026002762,2026-01-20,Jacarepaguá,app_1746,A luminária do poste da Rua Cândido Benício esquina com a travessa fica acendendo e apagando sem parar faz dois dias. À noite a calçada fica no escuro completo.,iluminacao_publica,iluminacao_publica,0.932,iluminacao_publica,0.845
2026002174,2026-02-23,Ilha do Governador,portal_web,"Um bar na Rua das Acácias, próximo ao nº 224, coloca música ao vivo em volume altíssimo até as 4h da manhã desde ontem. Moradores não conseguem dormir nem durante a semana.",barulho_perturbacao,barulho_perturbacao,0.86,barulho_perturbacao,0.887
2026004254,2026-05-07,Madureira,portal_web,"Existe um buraco enorme na pista da Rua Voluntários da Pátria, na altura do nº 534, aberto há mais de 15 dias. Vários carros já danificaram a suspensão e motociclistas correm risco de acidente.",buraco_via,buraco_via,0.98,iluminacao_publica,0.862
2026003150,2026-02-26,Santa Cruz,portal_web,Asfalto cedeu há 3 dias.,buraco_via,esgoto_vazamento,0.969,buraco_via,0.461
2026003951,2026-01-21,Madureira,telefone_1746,Vizinho do nº 643 da Rua São Francisco Xavier mantém gerador ligado a noite inteira há mais de 15 dias. O ruído constante impede o sono de toda a vizinhança.,barulho_perturbacao,barulho_perturbacao,0.896,barulho_perturbacao,0.896
2026001402,2026-05-06,Botafogo,portal_web,"Fiação exposta no poste de iluminação em frente ao nº 929 da Rua Uranos, com risco de choque. Além disso a lâmpada não acende há quase um mês.",iluminacao_publica,iluminacao_publica,0.875,iluminacao_publica,0.973
